,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,Animal,Behavior
1642,-0.5709,-0.2033,0.4536,-0.4301,-1.0479,0.7194,-0.3128,-0.7976,0.9931,-0.2815,-0.5474,0.9149,-0.3988,-0.477,0.7898,-0.6412,-0.4066,0.8446,-0.4457,-0.2972,0.6256,-0.4301,-0.4223,0.5239,-0.477,-0.4223,0.6178,-0.5005,-0.5318,0.5787,-0.6491,-0.4536,0.6882,-0.5161,-0.6491,0.5943,-0.7273,-0.4848,0.6725,0.0547,-0.6021,0.7429,-0.1251,-0.6647,0.7898,-0.2972,-0.7585,0.7038,-0.3754,-0.7038,0.6569,-0.4457,-0.8055,0.4379,-0.6334,-0.8602,0.2581,-0.6256,-1.1104,0.3206,-0.6256,-1.0401,0.3832,-0.4848,-0.9384,0.3284,-0.4457,-0.7976,0.2659,-0.3988,-0.8367,0.2972,-0.5239,-1.173,0.0313,-0.3206,-0.6569,-0.0938,-0.4614,-0.5396,0.0313,-0.1095,-0.7585,-0.1408,-0.2502,-0.7664,-0.1251,-0.2502,-0.7194,-0.0235,-0.3206,-0.868,-0.0938,-0.6334,-1.1965,-0.2033,-0.5161,-0.7194,0.0156,-0.2502,-0.7742,-0.1251,-0.4301,-0.7429,-0.0547,-0.5161,-0.8289,-0.0391,-0.6334,-0.7429,0.2972,-0.8446,-0.7898,0.1408,-0.6882,-0.7273,0.3597,-0.7116,-0.7351,0.2659,-0.4536,-0.6569,0.3597,-0.4223,-0.868,0.4301,-0.1877,-0.9619,0.219,-0.4848,-0.7976,0.1955,-0.4066,-0.9306,0.1251,-0.4848,-1.0088,0.0938,-0.4223,-0.7898,0.1799,-0.4927,-0.7351,0.1251,-0.4927,-0.7664,0.0313,-0.4848,-0.8211,0.0391,ARF014,Dig
1643,-0.6021,-0.7194,0.2737,-0.477,-0.8289,0.4223,-0.7038,0.5083,0.4145,-0.5161,0.3832,0.5787,-0.5396,0.172,0.6725,-0.4457,0.1173,0.7976,-0.4848,-0.0313,0.7664,-0.6569,-0.2033,0.8758,-0.5318,-0.2972,0.7116,-0.563,-0.3284,0.7351,-0.6178,-0.2893,0.7194,-0.7585,-0.391,0.6803,-0.868,-0.4457,0.6412,-0.7038,-0.3832,0.7507,-0.7351,-0.2346,0.7664,-0.6491,-0.1564,0.5943,-0.5552,-0.086,0.7585,-0.7429,0.1017,0.6882,-0.6021,0.0938,0.7585,-0.6178,0.1329,0.7585,-0.6491,0.2972,0.782,-0.5943,0.2033,0.7664,-0.6256,0.2111,0.7429,-0.782,-0.0235,0.6647,-0.6491,-0.0156,0.7507,-0.7116,0.0704,0.7273,-0.7194,0.2893,0.7273,-0.696,0.1564,0.477,-0.6882,0.0938,0.5865,-0.782,0.2424,0.6021,-0.7038,0.1486,0.7351,-0.6256,0.1251,0.6334,-0.8524,0.1486,0.5239,-0.8133,-0.3363,0.7898,-0.7664,-0.0938,0.7742,-0.7585,-0.1642,0.7898,-0.7116,0.0469,0.7116,-0.6647,0.1017,0.696,-0.7273,0.2737,0.4301,-0.6021,0.2502,0.6491,-0.5709,0.1955,0.8133,-0.4066,0.0704,1.0713,-0.477,0.1486,0.7507,-0.6021,0.1877,0.696,-0.6021,0.3597,0.563,-0.954,0.1251,0.696,-0.9619,0.2737,0.9071,-0.8289,0.3519,0.8524,-0.6725,0.4145,0.8524,-0.6491,0.4379,0.7664,ARF014,Dig
1644,-0.6491,0.61,0.6725,-0.6412,0.5552,0.7194,-0.61,0.5396,0.6725,-0.5005,0.5396,0.5943,-0.3988,0.4457,0.5239,-0.7116,0.4614,0.5239,-0.7038,0.6647,0.4692,-0.6256,0.6412,0.5005,-0.6178,0.6256,0.61,-0.477,0.5396,0.7116,-0.5787,0.5787,0.5474,-0.4536,0.4457,0.6803,-0.2502,0.4614,0.6256,-0.954,0.7507,0.4614,-0.8524,0.6021,0.5005,-0.7038,0.4927,0.5239,-0.9071,0.5005,0.5552,-0.8289,0.7429,0.3832,-0.8367,0.5474,0.5943,-0.7038,0.6647,0.5552,-0.5709,0.5787,0.5161,-0.4145,0.5865,0.5005,-0.4927,0.5943,0.4848,-0.5239,0.5396,0.5943,-0.477,0.4927,0.7429,-0.2737,0.5865,0.6647,-0.5865,0.5943,0.6725,-0.8289,0.7273,0.5474,-0.6491,0.3363,0.6256,-0.6021,0.3754,0.4848,-0.6256,0.3284,0.5005,-0.61,0.4223,0.7194,-0.6803,0.4457,0.61,-0.6412,0.5787,0.6178,-0.563,0.782,0.4692,-0.6491,0.6491,0.6569,-0.4927,0.6569,0.7116,-0.4536,0.6647,0.6647,-0.6412,0.7998,0.447,-0.7066,1.0429,0.2653,-0.8905,0.8777,0.4636,-0.7376,0.721,0.4927,-0.5224,0.5834,0.5052,-0.5483,0.7157,0.3478,-0.5596,0.6819,0.3647,-0.518,0.6544,0.492,-0.4855,0.7169,0.4645,-0.4066,0.6193,0.5771,-0.4692,0.6894,0.5884,-0.6447,0.8458,0.4714,ARF014,Dig
1645,-0.7085,0.6018,0.4414,-0.6675,0.3944,0.4226,-0.635,0.5177,0.3894,-0.6425,0.543,0.4326,-0.6575,0.5555,0.5152,-0.6365,0.5899,0.5083,-0.6591,0.6838,0.4163,-0.635,0.5881,0.5583,-0.6362,0.6419,0.4908,-0.7883,0.5687,0.3866,-0.8877,0.6231,0.294,-0.8446,0.7742,0.2581,-0.7194,0.6412,0.219,-0.782,0.5083,0.3988,-0.7116,0.5787,0.3597,-0.7664,0.6334,0.3206,-0.7194,0.6021,0.3284,-0.8289,0.4692,0.3754,-0.7976,0.4848,0.391,-0.7976,0.4848,0.3832,-0.7898,0.4848,0.3832,-0.7898,0.4848,0.3754,-0.7976,0.4927,0.3754,-0.7976,0.4848,0.3754,-0.7976,0.4927,0.3754,-0.7976,0.4927,0.3675,-0.7976,0.4927,0.3675,-0.7976,0.4927,0.3754,-0.7976,0.5005,0.3675,-0.8524,0.6021,0.2268,-0.9775,0.2346,0.3988,-0.9071,0.3675,0.4145,-0.8993,0.4301,0.4066,-0.7976,0.3128,0.3988,-0.7742,0.4379,0.3519,-0.8211,0.3832,0.4379,-0.9071,0.2346,0.5161,-1.1183,0.8446,0.3441,0.1173,-0.1564,0.3519,-0.1486,0.086,0.5396,-0.5005,0.1408,0.61,-0.6334,0.0704,0.6256,-0.5787,0.1799,0.5396,-0.6647,0.1095,0.5161,-0.6178,0.0782,0.6647,-0.9619,0.0547,0.696,-1.1104,0.0469,0.7742,-1.2434,0.3206,0.7194,-1.0479,0.2346,0.696,-1.1574,-0.1799,0.7898,ARF014,Dig
1646,-0.8367,0.3441,0.6803,-0.8602,0.086,0.6334,-0.7038,-0.1329,0.6569,-1.087,-0.1408,0.5083,-0.782,-0.3284,0.5474,-0.8211,-0.3988,0.5239,-0.6803,-0.2893,0.696,-0.782,-0.2815,0.391,-0.8055,-0.3284,0.477,-0.782,-0.3832,0.4614,-1.0635,-0.4301,0.3363,-0.9775,-0.4848,0.3284,-0.8367,-0.6178,0.172,-0.5005,-0.61,0.1173,-0.6647,-0.2424,0.2346,-0.6334,-0.696,0.2815,-0.6647,-0.4848,0.3206,-1.0792,-0.696,0.219,-1.0948,-0.9306,0.3441,-0.782,-0.6882,0.1799,-0.8055,-0.6256,0.2111,-0.7273,-0.6725,0.1799,-0.782,-0.6021,0.2033,-0.7976,-0.5709,0.2815,-0.696,-0.4927,0.3284,-1.0088,-0.5709,0.172,-0.8524,-0.2815,0.2424,-0.8055,-0.3832,0.3832,-0.7898,-0.5552,0.4301,-0.6647,-0.5943,0.4066,-0.7194,-0.4927,0.3832,-0.6178,-0.4848,0.4536,-0.7116,-0.3441,0.563,-0.8602,-0.5396,0.4301,-0.7742,-0.4066,0.5318,-0.6725,-0.3128,0.6334,-0.6647,-0.3128,0.6256,-0.7038,-0.2815,0.6178,-0.7038,-0.2737,0.6491,-0.7038,-0.2737,0.6334,-0.7038,-0.2659,0.6256,-0.7038,-0.2737,0.6256,-0.7038,-0.2737,0.6334,-0.7038,-0.2737,0.6334,-0.696,-0.2737,0.6334,-0.696,-0.2659,0.6334,-0.7038,-0.2659,0.6334,-0.7038,-0.2659,0.6412,-0.2972,-0.1877,0.6882,-0.6803,-0.305,0.696,ARF014,Dig
1647,-0.3128,-0.0078,0.9619,-0.3519,-0.2659,0.9149,-0.5396,0.1799,0.9931,-0.1408,0.0235,1.087,-0.1955,-0.0469,1.0088,-0.0078,-0.1251,0.954,-0.1095,0.1173,0.954,-0.1564,0.1017,0.9228,-0.219,0.2581,0.8602,-0.2737,0.391,0.868,-0.3519,0.5396,1.0792,-0.2972,0.1173,0.9775,-0.2737,0.3441,0.7273,-0.2659,0.2815,0.7664,-0.3675,0.3675,0.8055,-0.4457,0.1486,0.7742,-0.5239,0.2737,0.8993,-0.4457,0.391,0.9619,-0.2111,0.2581,1.0635,0.1329,0.3128,0.9775,-0.2737,0.5709,0.9619,-0.172,0.4536,0.9228,-0.2268,-0.5396,1.0948,-0.2737,0.2815,0.954,-0.2972,0.1251,0.9071,-0.1955,0.2268,0.9931,0.0,0.305,1.0088,0.2268,0.2424,0.7116,0.086,0.172,1.0166,-0.3597,0.0,1.345,-0.1251,0.0469,1.1495,-0.0078,0.0938,0.7273,0.5083,-0.086,0.954,-0.2033,0.0156,1.0792,0.0078,0.219,0.8133,0.0156,0.2737,1.0401,0.6569,0.4145,1.2277,0.3754,0.2893,0.9775,0.2424,0.1251,0.7898,-0.0938,0.3206,0.9149,0.0469,0.1642,0.9775,-0.0235,0.2111,0.8211,-0.0704,0.1408,1.0635,-0.1329,0.2111,1.0557,-0.0704,0.2424,0.8915,0.1095,0.172,0.8837,0.305,0.1955,1.0244,0.2033,0.219,0.9462,0.1095,0.0938,0.9071,-0.0782,0.0078,1.001,ARF014,Dig
1648,0.1799,-0.2972,1.0792,0.0078,-0.1799,0.9697,0.1564,0.0469,0.7742,0.8446,-0.0782,1.1574,0.5787,0.0156,1.0244,0.6334,0.172,0.8524,0.4692,-0.1642,0.8524,0.2111,-0.5005,0.8758,0.219,-0.2502,0.9384,0.3597,-0.3597,0.9384,0.3128,-0.2268,0.7351,0.2581,-0.4223,1.2903,0.4379,-0.2737,1.173,-0.0547,-0.1799,0.868,0.1017,-0.3597,0.8133,0.0626,-0.3988,0.9071,0.3128,-0.2659,1.0401,0.2111,-0.3675,1.1104,0.0469,-0.3832,0.7898,0.1486,-0.2581,0.8837,0.1564,-0.2502,0.9071,0.0547,-0.0704,1.0635,0.1017,-0.2424,1.2199,0.3206,-0.1955,1.173,-0.3988,-0.3206,1.2356,-0.3519,-0.1173,1.0088,-0.1251,-0.1017,0.9149,-0.1173,-0.0547,0.9619,-0.0938,-0.2502,0.9619,-0.1564,-0.1173,1.1104,-0.0782,-0.2737,0.9697,-0.1408,-0.1173,0.8211,-1.6031,0.2581,1.0792,-0.7507,0.0469,1.0557,-0.3284,0.2972,0.9149,-0.2033,0.1173,0.7976,-0.2111,-0.1408,0.9853,-0.086,-0.1095,0.7585,0.0235,-0.3988,1.1495,0.0078,-0.0391,1.1261,-0.2111,-0.3519,0.9071,-0.4223,-0.1955,1.0166,-0.2346,-0.2033,1.2277,-0.0469,-0.1564,1.0948,-0.172,-0.0235,0.6256,-0.3441,0.1251,1.0948,-0.2502,0.0391,1.1183,-0.3128,0.3754,1.0635,0.0469,0.0469,1.4858,0.0156,-0.0938,1.2277,ARF014,Dig
1649,-0.086,-0.0313,1.0557,-0.1173,-0.0626,0.8915,-0.1017,-0.1799,0.782,-0.0704,-0.1095,0.9697,-0.0547,-0.0469,1.0088,-0.0626,-0.0313,1.0166,-0.1799,-0.0391,0.9228,-0.1251,-0.0235,1.001,-1.4311,0.0156,1.4467,-0.8602,-0.0156,1.0166,-0.7273,-0.305,0.6412,-0.6412,-0.219,1.2903,-0.5083,-0.1642,1.087,-0.3441,-0.1486,1.0557,-0.2972,-0.1408,1.0088,-0.4223,-0.086,0.9853,-0.3832,-0.0156,0.7429,-0.6021,-0.3206,0.7273,-0.6178,-0.219,0.7976,-0.5318,-0.3441,0.9306,-0.4614,-0.5943,0.9228,-0.3988,-0.4457,0.868,-0.4223,-0.3441,0.954,-0.6178,-0.3597,0.7976,-0.782,-0.2815,0.7429,-0.6491,-0.2815,0.7898,-0.6178,-0.172,0.7742,-0.5787,-0.2111,0.7429,-0.4614,-0.0469,0.6491,-0.6021,0.1173,0.7742,-0.4457,-0.3597,0.7038,-0.2502,-0.2659,0.954,-0.0782,0.0078,1.001,-0.4692,-0.1877,1.1417,-0.2581,-0.1173,1.0792,-0.0469,0.0626,1.1339,-0.086,0.2111,1.1808,0.0469,0.0626,0.9306,0.0078,0.1408,0.954,-0.1877,0.2815,0.782,-0.0782,0.0626,0.7976,-0.3284,0.1251,0.782,-0.3128,-0.086,0.6491,-0.2972,-0.0704,1.001,-0.0235,-0.0313,0.782,-0.2111,0.0547,1.0088,-0.1564,0.0469,0.9149,-0.1486,0.0704,0.9697,-0.2033,0.0704,0.954,-0.1955,0.0704,0.954,ARF014,Dig
1650,0.3363,0.1095,1.0557,0.1173,0.4848,0.6569,0.4301,0.4457,0.9775,0.9697,0.1955,0.9853,0.7351,0.2659,1.0244,0.5709,0.2424,0.7038,0.3206,0.3284,0.6178,-0.0547,0.5474,1.0401,-0.0235,0.3441,0.8446,-0.1017,0.172,1.0948,0.1017,0.3363,0.9384,0.1017,0.1799,0.8367,0.1017,0.2424,1.0244,0.3441,0.2737,1.0479,-0.0078,0.5083,0.8993,0.6647,0.4536,0.9149,0.4692,0.2268,1.0792,0.6021,0.4379,0.868,0.4614,0.4145,0.6256,0.5787,0.3675,0.8133,0.8915,0.477,0.6178,0.2424,0.4223,0.6882,0.2346,0.5161,0.6334,0.1251,0.6334,0.9619,0.0391,0.7898,0.7038,-0.1799,0.4692,0.6412,0.1095,0.5787,0.9306,0.086,0.6412,0.8915,0.0235,0.6021,0.9775,0.0469,0.6491,0.7351,-0.5865,1.2981,0.8211,-0.4223,0.7507,0.7976,-0.4379,1.2043,0.563,-0.3754,1.1026,0.6491,-0.1408,0.8367,0.7585,-0.0313,0.696,0.8133,0.0938,0.5943,1.1104,-0.1017,0.5396,0.7194,-0.5943,0.9306,0.6256,-0.4848,0.696,0.7585,-0.6412,0.7429,0.477,-0.3363,0.4927,1.1183,-0.1955,0.4223,1.087,-0.2659,0.5005,0.8055,-0.9619,0.5161,0.9071,-0.5005,0.2111,0.7116,0.0469,0.1017,1.0479,-0.0938,0.4457,1.2043,-0.1095,0.2581,1.0557,0.2893,0.0704,1.0479,ARF014,Dig
1651,-0.563,0.0626,1.1808,-0.3206,0.1251,1.0244,-0.0391,0.2659,1.0166,-0.2815,0.1486,0.8758,-0.0547,0.1955,1.0948,-0.2581,0.1486,1.0792,-0.0235,0.0078,1.0713,0.1486,0.0938,1.0244,0.0938,0.2424,1.0479,-0.0156,0.2033,1.2121,0.1408,0.1329,0.9071,0.0469,0.0469,0.9306,0.0938,0.0313,1.0401,0.1095,0.0235,1.0244,0.1251,0.1251,1.0244,0.1017,0.1329,0.9697,-0.0469,0.1329,1.2043,0.1408,-0.0156,1.1104,-0.954,0.086,1.0088,-0.3284,-0.1564,1.1417,0.1173,0.1408,0.9306,0.2268,0.2424,1.1261,0.5005,0.2033,1.0244,0.6491,-0.1486,0.9462,-0.172,0.2033,1.0557,0.1564,-0.0469,1.2043,0.3284,-0.2346,1.0557,0.3206,-0.2581,0.6021,0.696,-0.2581,1.0557,0.7038,-0.0782,0.8837,0.5239,-0.2033,0.6647,0.5161,0.1329,0.5005,0.5318,-0.1095,0.8211,0.5005,-0.1799,0.7585,0.5474,-0.3675,0.9697,0.5474,-0.1017,0.7742,0.5709,-0.1955,0.782,0.4614,-0.6725,0.8915,0.5474,-0.2033,0.8602,0.5865,-0.2581,0.8446,0.4301,-0.3363,0.6256,0.6882,-0.6021,1.1026,0.7976,-0.4379,1.087,0.5083,-0.3363,0.8289,0.2815,-0.4692,0.6021,0.5709,-0.305,0.7664,0.3832,-0.0626,0.8602,0.4927,-0.2815,0.6491,0.4848,-0.2424,0.4457,0.5865,-0.3519,0.6412,ARF014,Dig
1652,0.868,-0.2346,0.8289,0.1955,-0.391,1.001,0.391,-0.3363,0.8289,0.3832,-0.2815,0.7116,0.4066,-0.2659,0.7429,0.2737,-0.3832,0.8837,0.5474,-0.4614,0.9775,0.3519,-0.4066,0.7507,0.1017,-0.4223,0.8915,0.0704,-0.4066,1.0479,0.3206,-0.3284,1.087,-0.2724,-0.4861,1.0119,0.1129,-0.0322,0.7354,-0.0028,-0.233,1.0006,-0.0366,-0.2265,1.1517,0.0172,-0.2753,1.0541,-0.0103,-0.224,1.072,-0.0967,-0.2033,0.9068,-0.1677,-0.1448,0.9431,0.1326,-0.1824,0.893,-0.2315,-0.5427,0.8602,-0.2615,-0.6009,0.8058,-0.1505,-0.5624,0.95,-0.2405,-0.615,0.9988,-0.2049,-0.5039,0.9143,-0.2487,-0.4614,1.0275,-0.1971,-0.4229,1.0538,-0.1595,-0.2728,1.0688,-0.193,-0.3397,1.0498,0.1429,0.0113,0.7664,-0.5099,0.1767,1.0479,-0.6487,0.1054,0.9691,-0.5052,0.1326,0.879,-0.37,0.1889,0.8539,-0.3988,0.2033,0.9619,-0.1251,0.1329,0.9462,-0.3128,0.1408,0.7116,-0.5005,0.305,0.8133,-0.391,0.3832,0.8915,-0.6334,0.5161,0.7194,-0.8367,0.5083,0.5239,-0.3284,0.8133,0.7585,-0.4536,0.5865,0.954,-0.2424,0.563,0.7507,-0.3206,0.7194,0.6412,-0.5709,0.5474,0.7194,-0.6178,0.3754,0.6647,-0.7273,0.5552,0.3675,-0.4066,0.5396,0.477,-0.5318,0.6021,0.8211,ARF014,Dig
1653,-0.3754,0.6178,0.7194,-0.3363,0.9228,0.6178,-0.477,0.8758,0.5083,-0.7116,0.4848,0.6725,-0.8602,0.7507,0.4457,-0.4692,0.6725,0.305,-0.3988,0.4692,0.4223,-0.391,0.6021,0.5787,-0.3832,0.5865,0.4145,-0.4379,0.6647,0.4457,-0.5552,0.7976,0.5239,-0.7507,0.8602,0.4927,-0.6647,1.0166,0.3597,-0.5943,0.7664,0.477,-0.5865,0.4223,0.4223,-0.4692,0.6412,0.4301,-0.5161,0.4536,0.696,-0.5787,0.4692,0.4848,-0.5396,0.4379,0.5943,-0.4066,0.3128,0.8133,-0.4614,0.563,0.7273,-0.2972,0.3128,0.8446,-0.6491,0.4223,1.2512,-0.5396,0.3675,1.001,-0.2502,0.3128,0.8915,-0.4223,0.4066,0.8915,-0.6256,0.5083,1.0244,-0.6491,0.4223,1.0557,-0.4536,0.3284,0.9384,-0.086,0.2111,0.9775,-0.5865,0.3519,1.2277,-0.2033,0.1017,1.1574,-0.2268,0.0313,0.8211,0.1955,-0.219,0.9697,-0.1877,0.0391,0.8837,-0.2893,0.5552,1.0635,-0.61,0.0782,1.1495,-0.1642,0.0391,0.9775,-0.086,0.1095,1.0088,-0.0782,0.0938,1.0088,-0.5396,-0.0078,1.0792,-0.1486,-0.0469,1.0948,0.0,0.1642,1.0635,-0.0078,0.2111,0.8211,-0.1329,0.0235,0.9384,-0.0782,0.1095,0.9619,-0.1642,0.2033,1.0792,0.2737,0.1408,1.3059,-0.2346,0.1017,0.9853,-0.5943,0.477,1.2825,ARF014,Dig
1654,-0.3988,0.1251,1.0166,0.1486,0.0313,0.9149,0.1095,-0.086,1.0792,0.2268,-0.1017,1.1886,0.1329,0.0078,1.1026,0.2581,-0.0313,1.0401,-0.0078,-0.3206,0.9071,0.3441,-0.0469,1.3138,-0.0078,-0.2111,1.001,0.2268,-0.3363,0.9931,-0.5161,-0.3206,1.0244,-0.0938,-0.3441,0.9931,-0.0547,-0.1095,1.0792,0.2502,-0.0626,0.8758,-0.0391,-0.1955,1.0401,-0.0704,-0.0078,1.0322,-0.0235,0.1408,0.954,-0.0078,0.2111,0.9775,-0.2033,0.1329,0.8211,0.0235,-0.2268,0.7038,-0.086,0.1329,0.8055,-0.1251,0.1408,0.8993,-0.0782,0.1486,1.0401,-0.0626,0.2111,1.001,0.0547,0.2502,0.9697,0.1251,0.1642,1.0635,0.1095,0.0626,0.9931,-0.3284,0.4614,1.0244,0.0547,0.0078,1.087,0.0391,0.3754,0.9071,0.2815,0.0704,0.954,0.563,0.1251,0.954,0.7273,-0.086,1.0557,0.4301,0.0391,1.0322,0.4536,0.0938,1.0244,0.3519,-0.0235,0.7898,0.2737,-0.1017,1.0713,0.4692,-0.0391,1.0322,-0.0078,0.0782,1.001,0.305,-0.3597,0.6412,0.2972,-0.086,0.6647,0.61,0.0782,0.7976,0.6647,-0.0704,0.9071,0.7351,-0.086,0.8133,0.6569,-0.2346,0.7976,0.3363,-0.2346,0.7273,0.2268,-0.8133,0.8602,0.4145,-0.3988,0.9071,0.2268,-0.2033,0.8993,0.1955,-0.3206,0.9149,ARF014,Dig
1655,0.2346,-0.3441,1.0166,0.4457,-0.2815,0.9306,-0.3128,-0.2424,0.9384,0.0156,-0.1642,0.8524,-0.1564,-0.2815,0.8446,0.0938,-0.0235,0.868,0.2893,-0.2502,0.9697,0.1486,-0.4457,0.7273,0.2111,-0.5161,0.8055,0.0469,-0.563,0.9071,-0.9306,-0.4301,0.6491,-0.5161,-0.305,0.6725,-0.3206,-0.3597,1.0166,-0.4848,-0.5239,1.1965,-0.5787,-0.4927,0.7742,-0.4066,-0.4848,0.8602,-0.3206,-0.4066,0.9071,-0.2893,-0.4848,0.8524,-0.1642,-0.4066,0.8758,0.0078,-0.4457,0.6412,-0.9931,-0.3675,0.8524,-0.5865,-0.5161,0.696,-0.4692,-0.6334,1.0088,-0.5239,-0.3832,0.5709,-0.2815,-0.3441,0.8133,-0.1408,-0.2659,0.9306,0.0938,-0.3519,0.8758,0.0938,-0.219,1.0948,0.1564,-0.3363,0.9619,-0.3284,-0.4223,0.7038,-0.3754,-0.3988,0.6803,-0.563,-0.6647,0.9228,-0.6178,-0.4848,0.9853,-0.4301,-0.5239,0.7976,0.0469,-0.3441,0.8211,-0.0938,-0.4145,0.9149,-0.5396,-0.5396,1.1652,-0.4692,0.1173,0.9697,-0.1799,-0.0704,1.0948,-0.2033,-0.2893,0.9931,-0.1095,-0.0704,0.9775,-0.3363,-0.2033,0.7116,-0.0156,-0.3597,0.7429,-0.1564,-0.0626,0.9931,-0.1877,-0.1642,0.9853,-0.6021,0.0078,1.3294,-0.3441,0.2893,1.2434,-0.3206,0.1251,1.1652,-0.2893,0.172,1.0479,-0.2815,0.0704,0.9853,ARF014,Dig
1656,-0.3441,0.3519,0.7507,-0.2346,-0.086,0.7742,-0.3441,0.3441,0.782,-0.3597,0.4066,0.9306,-0.3284,0.3754,0.9775,-0.2268,0.2502,1.0635,-0.4614,0.61,0.9697,-0.6647,0.8758,0.9071,-0.5161,0.219,0.9931,-0.7116,0.6334,0.5474,-0.5709,0.5239,0.7585,-0.3441,0.5552,0.9071,-0.4066,0.5239,0.782,-0.5318,0.7742,0.5005,-0.696,0.3363,0.4301,-0.4614,0.4301,0.8055,-0.4536,0.5005,0.8446,-0.6256,0.6647,0.5943,-0.4301,0.5709,0.8133,-0.4536,0.4066,0.7194,-0.5865,0.563,0.7273,-0.477,0.2972,0.7351,-0.3206,0.6334,0.8915,-0.391,0.5239,0.9228,-0.4457,0.6412,0.8133,-0.3206,0.3754,0.696,0.0938,0.1564,0.8915,-0.0078,0.3206,1.0792,-0.2268,0.2581,1.4154,0.0391,0.2737,1.1965,-0.3832,0.2111,1.3294,-0.4457,0.1017,1.0792,0.4692,0.0547,1.1495,0.1564,-0.0235,1.0479,-0.0235,0.3128,1.1026,-0.2815,0.2268,1.1261,-0.1486,0.0938,1.0322,-0.0156,0.1017,1.0635,-0.1877,0.172,1.345,-0.1251,-0.1642,1.0479,0.1877,0.0078,0.9619,0.1095,-0.0078,1.0166,0.0,-0.0938,0.8915,0.0313,-0.0626,1.2043,0.0704,-0.0469,1.1808,-0.7116,-0.2268,1.2668,-0.3363,-0.2033,1.0322,0.1486,0.0,0.9931,0.2346,-0.0235,1.3529,0.4848,0.2893,1.1965,ARF014,Dig
1657,-0.3441,-0.7273,0.9228,-0.2424,-0.6412,0.782,-0.2659,-0.3363,0.868,-0.4379,-0.563,0.7273,-0.4379,-0.5161,0.6334,-0.3363,-0.5552,1.2043,-0.9149,0.0235,0.7038,-1.0792,-1.1417,-0.5865,-0.4692,-0.1877,0.0782,-0.2346,0.0782,0.477,-0.1877,-0.2502,1.087,-0.9071,0.1877,1.0401,-0.8837,0.0313,0.8367,-0.7038,0.391,0.9306,-0.4848,0.3206,0.9853,0.0547,0.3441,0.9071,0.4223,0.1173,0.868,0.0313,-0.4145,0.9228,-0.0156,-0.2502,1.1026,-0.2659,-0.2972,0.954,-0.0156,-0.1329,0.9306,0.2737,-0.0704,1.0088,0.2893,-0.2033,0.9306,-0.1799,-0.4379,0.9306,-0.3206,-0.1799,0.954,-0.5865,-0.0547,0.9384,-0.5474,-0.1095,0.5396,-0.4848,0.1486,0.8289,-0.3363,0.1877,0.9931,-0.4379,0.1955,0.8993,-0.3832,0.1095,1.173,-0.5709,-0.1017,0.5787,-0.6178,-0.0391,0.7351,-0.6334,0.1486,0.6803,-0.6256,0.172,0.7429,-0.4301,0.0704,0.9931,-0.2033,0.086,1.1104,-0.4145,0.3832,0.7194,-0.6647,0.3284,0.6803,-0.3832,-0.2502,1.0792,-0.6021,0.4457,0.4145,-0.1799,0.4536,0.8758,-0.6334,0.0,0.5083,-0.391,-0.0156,0.7976,-0.7507,0.477,0.391,-0.5318,0.3832,0.3988,-0.5239,-0.1095,0.6178,-0.6803,0.0,0.4848,-0.5239,0.1955,0.7507,-0.6882,0.0626,0.563,ARF014,Sweep
